,название,полное название,издательство,год основания,рецензируемый,выпусков в год,импакт-фактор jcr,статей в выпуске,импакт-фактор ринц 2018,сокращение,страна,город,регион,issn печатной версии,подписной индекс,тираж,вариант представления,www-адрес,isi,всего статей,в настоящее время,scopus,всего выпусков,доступный архив,ринц,полных текстов,реферативный,перечень вак,цитирований,мультидисциплинарный,rsci,esci,doaj,crossref,ядро ринц,web of science,префикс doi,базы данных
762,Acta medica Italica di medicina tropicale e subtropicale e di gastroenterologia,acta medica italica di medicina tropicale e subtropicale e di gastroenterologia,clinica delle malattie tropicali e subtropicali - universita,-,-,-,нет,-,нет,-,италия,-,-,0001-6039,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
763,Acta Medica Iugoslavica,acta medica iugoslavica,croatian academy of medical sciences,-,-,-,нет,-,нет,-,хорватия,-,-,0375-8338,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,51,нет,нет,-,нет,-,-,-,-,-
764,Acta Medica Leopoliensia,acta medica leopoliensia,львовский национальный медицинский университет им.данила галицкого,1995,да,4,нет,13,нет,-,украина,львов,-,1029-4244,74192,1000,-,http://aml.lviv.ua,нет,6,выходит,нет,6,2009 - 2015,нет,0,нет,-,106,нет,нет,-,нет,-,-,-,-,-
765,Acta Medica Lituanica,acta medica lituanica,-,-,-,-,нет,-,нет,-,литва,-,-,1392-0138,-,-,-,http://www.lmaleidykla.lt/ojs/index.php/actamedicalituanica/index,нет,11,выходит,да,6,2006 - 2021,нет,0,нет,-,270,нет,нет,-,нет,-,-,-,-,-
766,Acta Medica Martiniana,-,-,-,-,-,-,-,-,-,poland,-,-,1335-8421,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,да,нет,нет,нет,-,-
767,Acta Medica Medianae,acta medica medianae,-,1962,-,-,нет,-,нет,-,сербия,-,-,0365-4478,-,-,-,http://publisher.medfak.ni.ac.rs/,нет,2,выходит,нет,2,1986 - 2019,нет,0,нет,-,100,нет,нет,-,да,-,-,-,-,-
768,Acta Medica Mediterranea,acta medica mediterranea,carbone editore,-,-,-,есть,-,нет,-,италия,-,-,0393-6384,-,-,-,-,да,348,выходит,да,60,2003 - 2021,нет,0,нет,-,475,нет,нет,-,нет,-,-,-,-,-
769,Acta Medica Nagasakiensia,acta medica nagasakiensia,nagasaki daigaku,-,-,-,нет,-,нет,-,япония,-,-,0001-6055,-,-,-,-,нет,29,выходит,нет,17,2002 - 2015,нет,0,нет,-,178,нет,нет,-,нет,-,-,-,-,-
770,Acta Medica Okayama,acta medica okayama,okayama daigaku,-,-,-,есть,-,нет,-,япония,-,-,0386-300x,-,-,-,-,да,74,выходит,да,60,1996 - 2021,нет,0,нет,-,2846,нет,нет,-,нет,-,-,-,-,-
771,Acta medica Orientalia,acta medica orientalia,israel medical association,-,-,-,нет,-,нет,-,израиль,-,-,0365-4540,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,5,нет,нет,-,нет,-,-,-,-,-
772,Acta Medica Philippina,acta medica philippina,-,-,-,-,нет,-,нет,-,филиппины,-,-,0001-6071,-,-,-,-,нет,32,выходит,да,26,2011 - 2021,нет,0,нет,-,85,нет,нет,-,нет,-,-,-,-,-
773,Acta Medica Polona,acta medica polona,-,-,-,-,нет,-,нет,acta med. pol.,польша,-,-,0001-608x,-,-,-,-,нет,2,выходит,нет,1,1978 - 1978,нет,0,нет,-,12,нет,нет,-,нет,-,-,-,-,-
774,Acta Medica Portuguesa,acta medica portuguesa,ordem dos medicos,-,-,-,есть,-,нет,-,португалия,-,-,0870-399x,-,-,-,-,да,140,выходит,да,87,1997 - 2021,нет,0,нет,-,1583,нет,нет,-,да,-,-,-,-,-
775,Acta Medica Romana,acta medica romana,-,-,-,-,нет,-,нет,-,италия,-,-,0001-6098,-,-,-,-,нет,2,не выходит,нет,2,2000 - 2001,нет,0,нет,-,153,нет,нет,-,нет,-,-,-,-,-
776,Acta Medica Saliniana,acta medica saliniana,-,-,-,-,нет,-,нет,-,босния и герцеговина,-,-,0350-364x,-,-,-,-,нет,10,выходит,да,9,2009 - 2019,нет,0,нет,-,15,нет,нет,-,нет,-,-,-,-,-
777,Acta Medica Scandinavica,acta medica scandinavica,almgvist &amp; wiksells,-,-,-,нет,-,нет,-,швеция,-,-,0001-6101,-,-,-,-,нет,37,не выходит,нет,28,1973 - 1988,нет,0,нет,-,8733,нет,нет,-,нет,-,-,-,-,-
778,"Acta Medica Scandinavica, Supplement","acta medica scandinavica, supplement",almgvist &amp; wiksells,-,-,-,нет,-,нет,-,швеция,-,-,0365-463x,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,2,нет,нет,-,нет,-,-,-,-,-
779,Acta medicinae Okayama,acta medicinae okayama,okayama university,-,-,-,нет,-,нет,-,япония,-,-,0001-6152,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,24,нет,нет,-,нет,-,-,-,-,-
780,Acta Medico-Historica Rigensia,-,-,1957,-,-,-,-,-,-,latvia,rīga,-,1022-8012,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,да,нет,нет,нет,-,-
781,Acta Metallurgica,acta metallurgica,"elsevier science publishing company, inc.",-,-,-,нет,-,нет,-,канада,-,-,0001-6160,-,-,-,http://www.sciencedirect.com/science/journal/00016160,нет,272,не выходит,нет,152,1959 - 1989,нет,0,нет,-,132511,нет,нет,-,нет,-,-,-,-,-
782,Acta Metallurgica et Materialia,acta metallurgica et materialia,"elsevier science publishing company, inc.",-,-,-,нет,-,нет,-,великобритания,-,-,0956-7151,-,-,-,http://www.sciencedirect.com/science/journal/09567151,нет,250,не выходит,нет,66,1990 - 1995,нет,0,нет,-,42438,нет,нет,-,нет,-,-,-,-,-
783,Acta Metallurgica Sinica (English Letters),acta metallurgica sinica (english letters),"elsevier science publishing company, inc.",1988,-,-,есть,-,нет,-,китай,-,-,1006-7191,-,-,-,http://www.sciencedirect.com/science/journal/10067191,да,599,выходит,да,162,1998 - 2021,нет,0,нет,-,13528,нет,нет,-,нет,-,-,-,-,-
784,"Acta Metallurgica Sinica Series A, Physical Metallurgy &amp; Materials Science","acta metallurgica sinica series a, physical metallurgy &amp; materials science",editorial board of acta metallurgica sinica,1988,-,-,нет,-,нет,-,китай,-,-,1000-9442,-,-,-,-,нет,4,не выходит,нет,2,1996 - 1997,нет,0,нет,-,229,нет,нет,-,нет,-,-,-,-,-
785,"Acta Metallurgica Sinica Series B, Process Metallurgy &amp; Miscellaneous","acta metallurgica sinica series b, process metallurgy &amp; miscellaneous",editorial board of acta metallurgica sinica,1988,-,-,нет,-,нет,-,китай,-,-,1000-9450,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
786,Acta Metallurgica Slovaca,acta metallurgica slovaca,-,-,-,-,нет,-,нет,-,словакия,-,-,1335-1532,-,-,-,http://www.ams.tuke.sk/,да,130,выходит,да,47,2001 - 2021,нет,0,нет,-,1005,нет,нет,-,да,-,-,-,-,-
787,Acta Meteorologica Sinica,acta meteorologica sinica,china meteorological press,-,-,-,нет,-,нет,-,китай,-,-,0894-0525,-,-,-,-,нет,69,выходит,да,37,1996 - 2014,нет,0,нет,-,2968,нет,нет,-,нет,-,-,-,-,-
788,Acta Microbiologica Academiae Scientiarum Hungaricae,acta microbiologica academiae scientiarum hungaricae,akademiai kiado,-,-,-,нет,-,нет,-,венгрия,-,-,0001-6187,-,-,-,-,нет,17,не выходит,нет,9,1972 - 1981,нет,0,нет,-,606,нет,нет,-,нет,-,-,-,-,-
789,Acta Microbiologica Bulgarica,acta microbiologica bulgarica,-,-,-,-,нет,-,нет,acta microbiol. bulg.,болгария,-,-,0204-8809,-,-,-,-,нет,22,выходит,да,16,1984 - 2021,нет,0,нет,-,31,нет,нет,-,нет,-,-,-,-,-
790,Acta Microbiologica et Immunologica Hungarica,acta microbiologica et immunologica hungarica,akademiai kiado,-,-,-,есть,-,нет,-,венгрия,-,-,1217-8950,-,-,-,https://akademiai.com/loi/030,да,124,выходит,да,68,1996 - 2021,нет,0,нет,-,946,нет,нет,-,нет,-,-,-,-,-
791,Acta Microbiologica Hellenica,acta microbiologica hellenica,greek society of microbiology,-,-,-,нет,-,нет,-,греция,-,-,0438-9573,-,-,-,-,нет,29,выходит,да,25,2001 - 2019,нет,0,нет,-,35,нет,нет,-,нет,-,-,-,-,-
792,Acta Microbiologica Hungarica,acta microbiologica hungarica,akademiai kiado,-,-,-,нет,-,нет,-,венгрия,-,-,0231-4622,-,-,-,-,нет,8,не выходит,нет,8,1988 - 1992,нет,0,нет,-,543,нет,нет,-,нет,-,-,-,-,-
793,Acta Microbiologica Polonica,acta microbiologica polonica,polish society of microbiologists,-,-,-,нет,-,нет,-,польша,-,-,0137-1320,-,-,-,-,нет,29,не выходит,нет,20,1997 - 2004,нет,0,нет,-,1282,нет,нет,-,нет,-,-,-,-,-
794,Acta microbiologica Polonica. Series A: Microbiologia generalis,acta microbiologica polonica. series a: microbiologia generalis,panstwowe wydawnictwo naukowe,-,-,-,нет,-,нет,-,польша,-,-,0567-7815,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,3,нет,нет,-,нет,-,-,-,-,-
795,Acta microbiologica Polonica. Series B: Microbiologia applicata,acta microbiologica polonica. series b: microbiologia applicata,polskie towarzystwo mikrobiologow/polish society of microbiologists,-,-,-,нет,-,нет,-,польша,-,-,0567-7823,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
796,Acta Microscopica,acta microscopica,-,-,-,-,нет,-,нет,-,венесуэла,-,-,0798-4545,-,-,-,-,нет,157,выходит,да,34,2009 - 2021,нет,0,нет,-,375,нет,нет,-,нет,-,-,-,-,-
797,Acta Militaria Mediaevalia,acta militaria mediaevalia,-,2005,-,-,нет,-,нет,-,польша,-,-,1895-4103,-,-,-,http://www.muzeum.sanok.pl/pl/dzialalnosc-wydawnicza/acta-militaria-me,нет,3,выходит,нет,3,2013 - 2017,нет,0,нет,-,30,нет,нет,-,нет,-,-,-,-,-
798,Acta Missiologica,acta missiologica,-,-,-,-,нет,-,нет,-,словакия,-,-,1337-7515,-,-,-,http://www.vssvalzbety.sk/katedry/katedry/katedra-misiologie/actamissi,да,1,выходит,нет,1,2020 - 2020,нет,0,нет,-,2,нет,нет,-,нет,-,-,-,-,-
799,Acta Montanistica Slovaca,acta montanistica slovaca,technicka univerzita v kosiciach,1996,-,4,есть,-,нет,-,словакия,-,-,1335-1788,-,-,-,http://actamont.tuke.sk/,да,120,выходит,да,34,2009 - 2021,нет,1,нет,-,1540,нет,нет,-,да,-,-,-,-,-
800,Acta Moraviae,acta moraviae,-,-,-,-,нет,-,нет,-,чехия,-,-,1803-7607,-,-,-,-,нет,6,выходит,нет,4,2010 - 2013,нет,0,нет,-,69,нет,нет,-,нет,-,-,-,-,-
801,Acta Morphologica Academiae Scientiarum Hungaricae,acta morphologica academiae scientiarum hungaricae,akademiai kiado,-,-,-,нет,-,нет,-,венгрия,-,-,0001-6217,-,-,-,-,нет,7,не выходит,нет,7,1973 - 1982,нет,0,нет,-,86,нет,нет,-,нет,-,-,-,-,-
802,Acta Morphologica Hungarica,acta morphologica hungarica,akademiai kiado,-,-,-,нет,-,нет,-,венгрия,-,-,0236-5391,-,-,-,-,нет,6,не выходит,нет,5,1983 - 1990,нет,0,нет,-,96,нет,нет,-,нет,-,-,-,-,-
803,Acta Morphologica Neerlando-Scandinavica,acta morphologica neerlando-scandinavica,swets &amp; zeitlinger,-,-,-,нет,-,нет,-,великобритания,-,-,0001-6225,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,390,нет,нет,-,нет,-,-,-,-,-
804,Acta Mozartiana,acta mozartiana,deutsche mozart-gesellschaft e.v.,1954,-,2,нет,-,нет,-,германия,-,-,0001-6233,-,-,-,http://www.deutsche-mozart-gesellschaft.de,нет,0,выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
805,Acta Musei Macedonici Scientiarum Naturalium,-,-,1953,-,-,-,-,-,-,macedonia,skopje,-,0583-4988,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,нет,нет,-,-
806,"Acta Musei Moraviae, Scientiae Geologicae",-,-,-,-,-,-,-,-,-,czech republic,-,-,1211-8796,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,нет,-,-
807,Acta Musei Moraviae. Scientiae naturales,acta musei moraviae. scientiae naturales,-,1950,-,-,нет,-,нет,-,чехия,брно,-,0521-2359,-,-,-,http://ipac.kvkli.cz/arl-li/en/detail-li_us_cat-s000045-casopis-moravs,нет,3,не выходит,нет,3,1971 - 2002,нет,1,нет,-,72,нет,нет,-,нет,-,-,-,-,-
808,Acta Musei Napocensis,-,-,-,-,-,-,-,-,-,romania,-,-,1454-1513,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,нет,-,-
809,"Acta Musei Nationalis Pragae, Series B - Historia Naturalis","acta musei nationalis pragae, series b - historia naturalis",-,-,-,-,нет,-,нет,-,чехия,-,-,0036-5343,-,-,-,-,нет,22,выходит,нет,12,2011 - 2016,нет,0,нет,-,604,нет,нет,-,нет,-,-,-,-,-
810,"Acta Musei Silesiae, Scientiae Naturales","acta musei silesiae, scientiae naturales",-,1951,-,3,нет,-,нет,-,чехия,опава,-,2336-3193,-,-,-,https://www.degruyter.com/view/j/cszma,нет,5,выходит,нет,5,2016 - 2021,нет,0,нет,-,154,нет,нет,-,да,-,-,-,-,-
811,Acta Musicologica,acta musicologica,baerenreiter verlag,1928,-,2,нет,-,нет,-,швейцария,-,-,0001-6241,-,-,-,http://www.baerenreiter.com,да,3,выходит,да,3,2015 - 2020,нет,0,нет,-,129,нет,нет,-,нет,-,-,-,-,-
812,Acta Mycologica,acta mycologica,-,1965,-,-,нет,-,нет,-,польша,-,-,0001-625x,-,-,-,https://pbsociety.org.pl/journals/index.php/am/index,нет,33,выходит,да,15,2007 - 2021,нет,0,нет,-,868,нет,нет,-,да,-,-,-,-,-
813,Acta Myologica,acta myologica,mediterranean society of mythology,-,-,-,нет,-,нет,-,италия,-,-,1128-2460,-,-,-,https://www.actamyologica.it/,нет,60,выходит,да,40,1998 - 2021,нет,0,нет,-,1197,нет,нет,-,нет,-,-,-,-,-
814,Acta Naturae (англоязычная версия),acta naturae (англоязычная версия),общество с ограниченной ответственностью «акта натурэ»,2009,да,4,есть,12,нет,acta naturae,россия,москва,москва,2075-8251,-,-,-,http://www.actanaturae.ru,да,660,выходит,да,50,2009 - 2021,да,654,нет,да,7240,нет,нет,-,нет,-,-,-,-,-
815,Acta Naturae (русскоязычная версия),acta naturae (русскоязычная версия),общество с ограниченной ответственностью «акта натурэ»,2009,да,4,нет,12,"3,256",acta naturae,россия,москва,москва,2075-8243,-,-,-,http://www.actanaturae.ru,нет,904,выходит,нет,56,2009 - 2021,да,598,нет,-,751,нет,да,-,нет,-,-,-,-,-
816,Acta Naturalia de l'Ateneo Parmense,acta naturalia de l'ateneo parmense,medicina e scienze naturali di parma,-,-,-,нет,-,нет,-,италия,-,-,0392-419x,-,-,-,-,нет,2,не выходит,нет,2,2002 - 2006,нет,0,нет,-,75,нет,нет,-,нет,-,-,-,-,-
817,Acta Neerlandica morphologiae normalis et pathologicae,acta neerlandica morphologiae normalis et pathologicae,swets &amp; zeitlinger,-,-,-,нет,-,нет,-,нидерланды,-,-,0365-4907,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,1,нет,нет,-,нет,-,-,-,-,-
818,Acta Neonatologica Japonica,acta neonatologica japonica,nihon shinseiji gakkai/japan society of neonatology,-,-,-,нет,-,нет,-,япония,-,-,0029-0386,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,2,нет,нет,-,нет,-,-,-,-,-
819,Acta Neophilologica,-,-,1999,-,-,-,-,-,-,poland,olsztyn,-,1509-1619,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,да,нет,нет,10.31648,-
820,Acta Neurobiologiae Experimentalis,acta neurobiologiae experimentalis,polska akademia nauk,-,-,-,есть,-,нет,-,польша,-,-,0065-1400,-,-,-,-,да,267,выходит,да,132,1973 - 2021,нет,0,нет,-,7286,нет,нет,-,нет,-,-,-,-,-
821,Acta Neurochirurgica,acta neurochirurgica,springer verlag wien,-,-,-,есть,-,нет,00701,австрия,-,-,0001-6268,-,-,-,-,да,1621,выходит,да,280,1970 - 2021,нет,1263,нет,-,21894,нет,нет,-,нет,-,-,-,-,-
822,"Acta Neurochirurgica, Supplement","acta neurochirurgica, supplement",springer verlag,-,-,-,нет,-,нет,-,австрия,-,-,0065-1419,-,-,-,-,нет,144,выходит,да,52,1990 - 2021,нет,0,нет,-,6794,нет,нет,-,нет,-,-,-,-,-
823,Acta Neurologica,acta neurologica,-,-,-,-,нет,-,нет,acta neurol.,италия,-,-,0001-6276,-,-,-,-,нет,10,выходит,нет,1,1985 - 1985,нет,0,нет,-,423,нет,нет,-,нет,-,-,-,-,-
824,Acta Neurologica Belgica,acta neurologica belgica,acta medica belgica,-,-,-,есть,-,нет,-,бельгия,-,-,0300-9009,-,-,-,-,да,140,выходит,да,57,1997 - 2021,нет,0,нет,-,3077,нет,нет,-,нет,-,-,-,-,-
825,Acta neurologica et psychiatrica Belgica,acta neurologica et psychiatrica belgica,societe de medecine mentale de belgique,-,-,-,нет,-,нет,-,франция,-,-,0001-6284,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,78,нет,нет,-,нет,-,-,-,-,-
826,Acta Neurologica Scandinavica,acta neurologica scandinavica,munksgaard international publishers,-,-,-,есть,-,нет,ane,великобритания,-,-,0001-6314,-,-,-,-,да,992,выходит,да,251,1970 - 2021,нет,1,нет,-,27053,нет,нет,-,нет,-,-,-,-,-
827,"Acta Neurologica Scandinavica, Supplement","acta neurologica scandinavica, supplement","john wiley &amp; sons, incorporated",-,-,-,нет,-,нет,-,великобритания,-,-,0065-1427,-,-,-,-,нет,4,выходит,нет,3,1997 - 2002,нет,0,нет,-,1942,нет,нет,-,нет,-,-,-,-,-
828,Acta Neurologica Taiwanica,acta neurologica taiwanica,taiwan neurological society,-,-,-,нет,-,нет,-,тайвань,-,-,1028-768x,-,-,-,-,нет,32,выходит,да,23,2000 - 2021,нет,0,нет,-,762,нет,нет,-,нет,-,-,-,-,-
829,Acta Neuropathologica,acta neuropathologica,springer-verlag gmbh,-,-,-,есть,-,нет,00401,германия,-,-,0001-6322,-,-,-,-,да,2165,выходит,да,349,1969 - 2021,нет,1552,нет,-,81262,нет,нет,-,нет,-,-,-,-,-
